Domain;URL;Status;Source;Rank;Updated at;Confidence;LLM Reasoning;Case Management Status
kd999.io;https://kd999.io/;Illegal gambling;Variant (ke999.io);;2026-08-10T11:14:08.878160Z;95;Screenshot: The website prominently displays images of casino games and betting options, such as slot machines and roulette wheels.. Screenshot: The text mentions 'Bangladesh's Most Trusted Cricket & Live Casino Betting Destination', indicating the site supports online gambling activities.. Screenshot: The site advertises '500+ Games' and '50K+ Players', suggesting a large selection of gambling games and a significant user base.. Screenshot: The mention of 'Instant deposits via bKash, Nagad & Rocket' indicates the site supports real-money transactions, a key feature of online gambling platforms.;Illegal gambling
je999.io;https://je999.io/;Illegal gambling;Variant (ke999.io);;2026-08-10T11:13:53.278931Z;95;Screenshot: The website prominently features the text 'Bangladesh's Most Trusted Cricket & Casino Betting Platform', indicating it offers online gambling services.. Screenshot: The navigation bar includes a link to 'JE999 Casino', which is a direct indicator of online gambling activities.. Screenshot: The website mentions 'Experience instant bKash & Nagad deposits, live BPL & IPL cricket betting, and over 500 premium casino games', which are clear indicators of online gambling.. Screenshot: The presence of game providers like Pragmatic Play, Evolution Gaming, and NetEnt, which are known for supplying games to online casinos, further supports the classification.;Illegal gambling
k105.top;https://k105.top/;Not gambling;Variant (k107.org);;2026-08-10T11:13:40.729711Z;95;Screenshot: The website contains adult content, specifically Japanese adult videos, which is a form of entertainment but not related to online gambling.. Screenshot: The navigation bar includes options like 'New Release', 'Today Hot', 'Weekly Hot', 'Monthly Hot', 'Chinese subtitles', 'Uncensored', 'Actresses', and 'History', which are typical for an adult content website and not for gambling.. Screenshot: The website promotes itself as the 'Best Japanese adult video website', indicating its primary focus is on adult content rather than gambling.. Screenshot: There are no visible indicators of online gambling activities such as betting options, gambling games, or promotional offers for gambling.;
k007.org;https://k007.org/;Illegal gambling;Variant (k107.org);;2026-08-10T11:13:27.456732Z;90;Screenshot: The website prominently features images of playing cards, which are commonly associated with gambling activities.. Screenshot: The text mentions 'k007 এবং ক্রিকেট মার্কেট ও দ্রুত পেমেন্ট', indicating a market related to cricket betting and quick payments, which are typical features of online gambling sites.. Screenshot: The presence of buttons labeled 'এখনই নিবন্ধন করুন' (Register Now) suggests an invitation to create an account, which is a common feature on gambling sites to allow users to place bets or play games.;Illegal gambling
m107.org;https://m107.org/;Not gambling;Variant (k107.org);;2026-08-10T11:13:16.384604Z;95;Screenshot: The website's navigation menu includes links such as 'Home', 'About Us', 'Activities', 'Success Stories', 'International Network', 'Column', and 'Contact', which are typical of an informational or organizational website.. Screenshot: The website features a logo and content that suggest it is related to an organization named 'Momentum 107', which does not indicate any association with online gambling.. Screenshot: There are no visible elements such as betting slips, 'place bet' buttons, 'deposit' options, or 'cashier' links that are typical of online gambling sites.. Screenshot: The overall design and content of the website, including the image of a fingerprint, do not suggest any gambling-related activities or services.;
mobile.mobile.verify.20sm88.site;https://mobile.mobile.verify.20sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.21sm88.site);;2026-08-10T11:12:52.610738Z;95;Screenshot: The website prominently displays a pop-up with the text 'ĐĂNG KÍ TẶNG NGÀY 188K', indicating a registration bonus, which is a common feature in online gambling sites.. Screenshot: The navigation bar includes options like 'NỘ HỐ', 'BAN CÀ', 'Casino', 'Game Bài', and 'XÓ SỐ', which are all associated with gambling activities.. Screenshot: The presence of various gaming icons and the text 'SẢN PHẨM ĐA DẑNG' suggests a variety of gambling games available on the site.. Screenshot: The website features promotional content with images of games and bonuses, typical of online gambling platforms.;Illegal gambling
k104.casino;https://k104.casino/;Not gambling;Variant (k104.org);1241283;2026-08-10T11:12:44.567186Z;95;Screenshot: The website promotes a software tool for AI workstations, focusing on local usage without requiring accounts or subscriptions.. Screenshot: There are no visible elements related to online gambling, such as betting options, casino games, or deposit methods.. Screenshot: The content is entirely about AI and software, indicating it is informational and not related to gambling activities.;
k104.online;https://k104.online/;Not gambling;Variant (k104.org);;2026-08-10T11:12:30.050865Z;95;Screenshot: The website appears to be a GoDaddy Auctions page for the domain k104.online, indicating it is not currently in use for any specific content.. Screenshot: There are no indicators of online gambling such as betting options, casino games, or related content visible on the page.. Screenshot: The related search topics suggest it is related to radio stations, further confirming it is not an online gambling site.;
k104.top;https://k104.top/;Not gambling;Variant (k104.org);;2026-08-10T11:12:13.853354Z;95;Screenshot: The website contains adult content, specifically Japanese AV videos, which is not related to online gambling.. Screenshot: There are no visible betting or gambling-related elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now' buttons.. Screenshot: The website appears to be an adult entertainment site with videos and images, lacking any gambling or betting functionalities.;
k105.com;https://k105.com/;Not gambling;Variant (k104.org);964869;2026-08-10T11:12:03.517134Z;95;Screenshot: The website features a radio station interface with options like 'Listen Live', 'Podcast', and 'News', indicating it is a media and entertainment site.. Screenshot: There are no visible elements related to online gambling such as betting options, casino games, or sports betting.. Screenshot: The content is focused on streaming live radio, downloading apps, and local news, which are typical features of a non-gambling website.. URL: The URL 'https://k105.com/' does not suggest any connection to online gambling and aligns with the observed content of a radio station website.;
k103.iheart.com;https://k103.iheart.com/;Not gambling;Redirect (k103.com);;2026-08-10T11:11:47.338221Z;95;Screenshot: The website features a radio station interface with options to play music and send feedback, indicating it is a media and entertainment site.. Screenshot: The content includes local news articles, further supporting that the site is focused on information and entertainment rather than online gambling.. Screenshot: There are no visible elements related to gambling such as betting options, deposit buttons, or gambling advertisements.;
k103.net;https://k103.net/;Not gambling;Variant (k104.org);;2026-08-10T11:11:47.333682Z;95;Screenshot: The website appears to be a parked domain with no active content related to online gambling.. Screenshot: The content is related to search topics for a radio station, indicating it is not an online gambling site.. Screenshot: There are no betting or gambling-related UI elements such as 'place bet', 'deposit', or 'play now' buttons.. URL: The URL does not suggest any gambling-related content as it points to a parked domain.;
k103.com;https://k103.com/;Not gambling;Variant (k104.org);;2026-08-10T11:11:38.885138Z;95;Screenshot: The website features a radio station interface with options to play music and send feedback, indicating it is a media and entertainment site.. Screenshot: The content includes local news articles, further supporting that the site is focused on information and entertainment rather than online gambling.. Screenshot: There are no visible elements related to gambling such as betting options, deposit buttons, or gambling advertisements.;
k103.vip;https://k103.vip/;Not gambling;Variant (k104.org);;2026-08-10T11:11:21.621102Z;95;URL: The domain is listed as available on GoDaddy Auctions, indicating it is not in use for any specific service or content.. Screenshot: The page does not contain any gambling-related content or options to place bets or play games.;
kq04.org;https://kq04.org/;Illegal gambling;Variant (k104.org);;2026-08-10T11:11:07.400169Z;95;Screenshot: The website prominently features gambling-related imagery, including casino games and sports betting.. Screenshot: The text mentions 'Trải nghiệm casino trực tuyến cao với hàng trăm trò chơi hấp dẫn' which translates to 'Experience high-quality online casino with hundreds of attractive games'.. Screenshot: The buttons labeled 'Đăng Nhập Ngay' and 'Khám Phá Casino' suggest immediate access to casino features.. Screenshot: The section titled 'Danh Mục Trò Chơi' lists various gambling games such as Slots, Bingo, Đá gà (cockfighting), Xó số (lottery), and Poker.;Illegal gambling
k103.top;https://k103.top/;Not gambling;Variant (k104.org);;2026-08-10T11:10:58.739930Z;95;Screenshot: The website contains categories such as urban life, family ethics, and campus life, which are indicative of general content rather than online gambling.. Screenshot: There are no visible betting or gambling-related elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now'.. Screenshot: The website appears to be a collection of articles and stories, lacking any gambling-related UI or functionality.;
www.k104.org;https://www.k104.org/;Illegal gambling;Variant (k104.org);;2026-08-10T11:10:38.178043Z;95;Screenshot: The website prominently features the text 'K1-Best Online Casino And Betting!' which indicates that it offers online gambling services.. Screenshot: The site includes a banner with 'Exclusive Game Bonuses You Can Win Up To 1 MILLION!' which is a clear indicator of gambling activities.. Screenshot: The presence of 'Jili Slots' and other slot games with top wins further supports the classification of the site as an online gambling platform.. Screenshot: The 'Download APP' button suggests users can download an application to access gambling services, reinforcing the online gambling nature of the site.;Illegal gambling
ohr.edu;https://ohr.edu/j101;Not gambling;Redirect (j101.org);;2026-08-10T11:10:23.147430Z;95;Screenshot: The website features a navigation bar with links such as Home, About, The Program, Jstart, Scholarships, Apply, and Contact Us, indicating it is an informational site about a program or organization.. Screenshot: The main banner includes a welcoming message 'Welcome to j101' and a tagline 'Rewarding. Inspiring. Meaningful.' followed by an 'Apply Now' button, suggesting an application process for a program rather than online gambling activities.. Screenshot: The lower section of the page includes a heading 'Explore Israel' with an image of a tree and text, indicating the site is focused on educational or cultural content related to Israel, not gambling.;
o101.org;https://o101.org/;Not gambling;Variant (k101.org);;2026-08-10T11:10:23.144213Z;95;Screenshot: The website appears to be about payment methods (KBZPay, WavePay, AYA Pay) and does not contain any elements related to online gambling such as betting options or casino games.. Screenshot: The content is primarily informational, focusing on financial services rather than gambling activities.. Screenshot: There are no visible buttons or links related to placing bets, playing games, or depositing money for gambling purposes.;
j101.org;https://j101.org/;Not gambling;Variant (k101.org);;2026-08-10T11:10:09.906334Z;95;Screenshot: The website features a navigation bar with links such as Home, About, The Program, Jstart, Scholarships, Apply, and Contact Us, indicating it is an informational site about a program or organization.. Screenshot: The main banner includes a welcoming message 'Welcome to j101' and a tagline 'Rewarding. Inspiring. Meaningful.' followed by an 'Apply Now' button, suggesting an application process for a program rather than online gambling activities.. Screenshot: The lower section of the page includes a heading 'Explore Israel' with an image of a tree and text, indicating the site is focused on educational or cultural content related to Israel, not gambling.;
k100.click;https://k100.click/;Illegal gambling;Variant (k101.org);;2026-08-10T11:09:56.555021Z;95;Screenshot: The text mentions 'স্পোর্টস বেটিং' which translates to 'sports betting' indicating the presence of betting activities.. Screenshot: The text mentions 'ক্যাসিনো গেম ও ফিশিং' which translates to 'casino games and fishing' indicating the presence of casino games.. Screenshot: The text mentions 'রেজিস্টার বোনাস' which translates to 'register bonus' indicating the presence of bonuses for registering, a common feature in online gambling platforms.;Illegal gambling
k111.org;https://k111.org/;Illegal gambling;Variant (k101.org);4021851;2026-08-10T11:09:26.512281Z;95;Screenshot: The website prominently displays various casino games such as slots and poker, which are typical indicators of online gambling activities.. Screenshot: The text 'Super Win' along with a large amount of money (967,687,140,000) suggests the potential for significant winnings, a common feature in online gambling sites.. Screenshot: The presence of multiple game icons like 'Mines', 'Puper Ace', 'Sweet Land', and others, which are commonly associated with online gambling games.. Screenshot: The button with the text 'ابھی شركت کریں' (Join now) in Urdu, indicating an invitation to participate in the games, which is a direct call to action for gambling.;Illegal gambling
mobile.mobile.verify.account.16sm88.site;https://mobile.mobile.verify.account.16sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.account.11sm88.site);;2026-08-10T11:09:12.094122Z;95;Screenshot: The website prominently displays a section labeled 'Casino' in the navigation bar, indicating the availability of casino games.. Screenshot: The presence of various gaming icons and promotional banners suggests the site offers multiple gambling options.. Screenshot: The site includes a 'VIP Club' section, which is commonly associated with online gambling platforms offering exclusive benefits to members.. Screenshot: The URL contains the term 'verify.account', which is often used in the context of setting up or accessing an account on an online gambling site.;Illegal gambling
mobile.mobile.verify.account.14sm88.site;https://mobile.mobile.verify.account.14sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.account.11sm88.site);;2026-08-10T11:08:57.219369Z;95;Screenshot: The website prominently displays a section labeled 'Casino' in the navigation bar, indicating the availability of casino games.. Screenshot: The presence of various gaming icons and promotional banners for games like slots and poker suggests online gambling activities.. Screenshot: The website includes a section for sports betting with options like 'Bàn cà' and 'Xó số', which are indicative of betting activities.. Screenshot: The website features a 'Nạp tiền' (deposit) button, which is commonly used in online gambling platforms for adding funds to an account for betting purposes.;Illegal gambling
mobile.mobile.verify.account.01sm88.site;https://mobile.mobile.verify.account.01sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.account.11sm88.site);;2026-08-10T11:08:42.532961Z;95;Screenshot: The website prominently displays buttons for 'Casino' and 'E-Sports', which are common categories in online gambling platforms.. Screenshot: The presence of a 'Nạp tiền' (Deposit) button indicates that users can add funds to their accounts, a typical feature in online gambling sites.. Screenshot: The website features various games with images and icons that are commonly associated with gambling, such as poker and other casino games.. Screenshot: The website includes promotional offers and bonuses, which are typical in online gambling platforms to attract and retain users.;Illegal gambling
mobile.mobile.verify.account.25sm88.site;https://mobile.mobile.verify.account.25sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.account.11sm88.site);;2026-08-10T11:08:27.729914Z;95;Screenshot: The website prominently displays a registration button with a reward of 188K, indicating an incentive for users to sign up, which is common in online gambling sites.. Screenshot: The presence of various gaming categories such as casino, sports betting, and e-sports suggests that the site offers gambling services.. Screenshot: The site features a section for popular games with images of game interfaces, which is typical for online gambling platforms.. Screenshot: The URL contains the term 'account.verify', which is often associated with the verification process required for creating accounts on gambling sites.;Illegal gambling
mobile.mobile.verify.account.27sm88.site;https://mobile.mobile.verify.account.27sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.account.11sm88.site);;2026-08-10T11:08:11.536499Z;95;Screenshot: The website prominently displays various gambling-related options such as 'Casino', 'Game Bài', and 'Xó Sổ' in the navigation bar.. Screenshot: The presence of betting-related content like 'ĐIỀM DANH NẠP TIỀN' and 'NHẬN QUÀ LIỆT KỲ' indicates gambling activities.. Screenshot: The website features promotional offers and bonuses typical of online gambling sites, such as 'LƯỢT MIỄN PHÍ 8000' and 'KKWIN +150K'.. Screenshot: The site includes various gambling games and options like 'PG Treasu' and 'AG', which are commonly associated with online gambling platforms.;Illegal gambling
mobile.mobile.verify.account.08sm88.site;https://mobile.mobile.verify.account.08sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.account.11sm88.site);;2026-08-10T11:07:55.865383Z;95;Screenshot: The website prominently displays various gambling-related options such as 'Casino', 'Game Bài', 'Đá Gà', and 'Xó Sổ' in the navigation bar.. Screenshot: The presence of betting-related advertisements and promotions, such as 'KKWIN +150K' and '19BET +150K', indicates that the site facilitates online gambling activities.. Screenshot: The site includes a section for 'Nạp Tiền' (deposit money), which is a common feature in online gambling platforms.. Screenshot: The overall design and layout, including images of games and betting options, strongly suggest that the site is intended for online gambling purposes.;Illegal gambling
mobile.mobile.verify.account.09sm88.site;https://mobile.mobile.verify.account.09sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.account.11sm88.site);;2026-08-10T11:07:40.332916Z;95;Screenshot: The website prominently displays various gambling-related sections such as 'Casino', 'Game Bài', and 'Xó Sổ', which are clear indicators of online gambling activities.. Screenshot: The presence of betting slips and options to 'Nạp Tiền' (deposit money) and 'Rút Tiền' (withdraw money) further supports the classification of the website as allowing online gambling.. Screenshot: The website features promotional offers and bonuses, which are typical in online gambling platforms to attract and retain users.. Screenshot: The website includes a section for 'VIP Club', which is commonly associated with online gambling sites offering exclusive benefits to high-stakes players.;Illegal gambling
www.k103.org;https://www.k103.org/;Illegal gambling;Variant (k103.org);;2026-08-10T11:07:26.675419Z;95;Screenshot: The image shows a wheel with monetary values (e.g., 1000, 500), indicating potential winnings.. Screenshot: The text 'WIN REAL CASH' suggests that users can win real money, a common feature in online gambling.. Screenshot: The presence of gaming software providers (e.g., Ezugi, JILI, PG Soft, Evolution) which are known for supplying games to online gambling platforms.. Screenshot: The 'DOWNLOAD THE APP' button implies an interactive platform for gambling activities.;Illegal gambling
k102.casino;https://k102.casino/;Not gambling;Variant (k103.org);3460783;2026-08-10T11:06:56.994663Z;95;Screenshot: The website content is about AI workstation and downloading software, which is unrelated to online gambling.. Screenshot: There are no visible betting or gambling-related elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now'.. Screenshot: The website promotes downloading software for local use, indicating it is not an online gambling platform.;
k113.org;https://k113.org/;Illegal gambling;Variant (k103.org);;2026-08-10T11:06:44.854245Z;95;Screenshot: The website features a prominent 'First Recharge UP To 15% Rebate' offer, indicating a financial transaction related to gambling.. Screenshot: The presence of various slot games and betting options such as 'Aviator' and 'Cricket' suggests active gambling activities.. Screenshot: The 'Download' button implies the site offers software for online gambling, reinforcing the classification.;Illegal gambling
k108.org;https://k108.org/;Illegal gambling;Variant (k103.org);;2026-08-10T11:06:30.099708Z;95;Screenshot: The image displays various slot machine games with characters and graphics typical of online gambling platforms.. Screenshot: The text includes phrases like 'ابھی شركت کریں' which translates to 'Join now' indicating an invitation to participate in gambling activities.. Screenshot: The large amount of money displayed (862,689,344) suggests winnings from gambling.. Screenshot: The presence of multiple game icons at the bottom, each representing different gambling games, further supports the classification of the website as an online gambling platform.;Illegal gambling
k098.com;https://k098.com/;Illegal gambling;Variant (k099.org);;2026-08-10T11:06:17.272867Z;95;Screenshot: The website prominently displays a large jackpot amount, which is a common feature of online gambling sites.. Screenshot: The presence of gambling-related imagery such as cards and money suggests an online gambling platform.. Screenshot: The website includes buttons and links that imply immediate access to gambling activities, such as '快速注册' (quick registration) and '下载凯发APP礼包' (download K8 app package), which are typical for online gambling sites.;Illegal gambling
m099.org;https://m099.org/;Illegal gambling;Variant (k099.org);;2026-08-10T11:05:57.768663Z;95;Screenshot: The website prominently features options for bKash, Nagad, and Rocket, which are popular payment methods in Bangladesh, often used for online gambling transactions.. Screenshot: The text includes references to 'online casino' and 'sportsbook market,' indicating that the site offers gambling services.. Screenshot: The presence of buttons for registration and login further supports the idea that users can create accounts to participate in gambling activities.. Screenshot: The website includes a section that mentions 'deposit' and 'withdrawal' options, which are typical features of online gambling platforms.;Illegal gambling
mobile.mobile.verify.m.27sm88.site;https://mobile.mobile.verify.m.27sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.m.11sm88.site);;2026-08-10T11:05:36.106950Z;95;Screenshot: The website prominently displays a section labeled 'Casino' in the navigation menu, indicating the availability of casino games.. Screenshot: The presence of betting-related terms such as '8000 VÀO, 26 HÀNG THẮNG' suggests gambling activities.. Screenshot: The website features various game icons and promotional banners typical of online gambling platforms.. Screenshot: The website includes options for depositing and withdrawing money, which are common features in online gambling sites.;Illegal gambling
mobile.mobile.verify.m.13sm88.site;https://mobile.mobile.verify.m.13sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.m.11sm88.site);;2026-08-10T11:05:22.164491Z;95;Screenshot: The website prominently displays a 'Casino' tab in the navigation menu, indicating the availability of casino games.. Screenshot: The presence of betting-related content such as 'Bàn cà' and 'Xó số' suggests that the site facilitates betting activities.. Screenshot: The site features various gaming options and promotional offers, typical of online gambling platforms.. Screenshot: The URL structure and design elements are consistent with those of online gambling sites.;Illegal gambling
mobile.mobile.verify.m.21sm88.site;https://mobile.mobile.verify.m.21sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.m.11sm88.site);;2026-08-10T11:05:06.844495Z;95;Screenshot: The website prominently displays a registration bonus of 188K, which is a common indicator of online gambling sites encouraging users to sign up and deposit money.. Screenshot: The presence of various gambling-related categories such as casino, sports betting, and e-sports directly on the navigation bar indicates that the site facilitates online gambling activities.. Screenshot: The site features multiple game options typically associated with online gambling, such as PG (PlayGame) and other gaming logos, which are well-known in the online gambling community.. Screenshot: The site includes promotional banners and advertisements for gambling games, further confirming its role as an online gambling platform.;Illegal gambling
mobile.mobile.verify.m.26sm88.site;https://mobile.mobile.verify.m.26sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.m.11sm88.site);;2026-08-10T11:04:51.300086Z;95;Screenshot: The website prominently features a section labeled 'Casino' in the navigation bar, indicating the availability of casino games.. Screenshot: The presence of betting-related promotions, such as '8000 VND' and 'DIEM DANH NAP TIEN,' suggests that users can deposit money to participate in betting activities.. Screenshot: The website includes various game categories like 'Game Bài' and 'Xó Sổ,' which are commonly associated with gambling activities.. Screenshot: The 'Hot' section displays games with significant monetary rewards, such as '29,999,000 VND,' which is typical in online gambling platforms.;Illegal gambling
mobile.mobile.verify.m.25sm88.site;https://mobile.mobile.verify.m.25sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.m.11sm88.site);;2026-08-10T11:04:36.603959Z;95;Screenshot: The website prominently displays a section labeled 'Casino' in the navigation bar, indicating the availability of casino games.. Screenshot: The presence of betting-related content such as 'Nạp Liền Tiếp' and 'Thưởng Triền Miền' suggests direct involvement in gambling activities.. Screenshot: The website features various gaming icons and promotional banners that are commonly associated with online gambling platforms.. Screenshot: The site includes a section for 'VIP Club', which is often used in online gambling sites to offer exclusive betting options to members.;Illegal gambling
mobile.mobile.verify.m.16sm88.site;https://mobile.mobile.verify.m.16sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.m.11sm88.site);;2026-08-10T11:04:22.885294Z;95;Screenshot: The website prominently displays a section labeled 'Casino' in the navigation bar, indicating the availability of casino games.. Screenshot: The presence of betting-related content such as 'Nạp Liền Tiếp' and 'Thưởng Triền Miền' suggests direct involvement in gambling activities.. Screenshot: The website features various gaming icons and promotional banners that are typical of online gambling platforms, reinforcing the classification.;Illegal gambling
mobile.mobile.verify.m.01sm88.site;https://mobile.mobile.verify.m.01sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.m.11sm88.site);;2026-08-10T11:04:06.439854Z;95;Screenshot: The website prominently displays a pop-up with the text 'ĐĂNG KÍ TẶNG NGÀY 188K', indicating a sign-up bonus, which is a common feature in online gambling sites.. Screenshot: The navigation bar includes options like 'BAN CA', 'CASINO', 'XÓ SỐ', and 'E-SPORTS', which are typical categories associated with online gambling platforms.. Screenshot: The presence of various game icons and promotional banners for games such as 'PG Treasure' and 'JDB AG' suggests the availability of gambling activities.. Screenshot: The website features a section with 'HOT NHẠT' (trending) games, which often includes gambling games, further supporting the classification of the site as an online gambling platform.;Illegal gambling
mobile.mobile.verify.m.10sm88.site;https://mobile.mobile.verify.m.10sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.m.11sm88.site);;2026-08-10T11:03:52.064426Z;95;Screenshot: The website prominently features a section labeled 'Casino' in the navigation bar, indicating the availability of casino games.. Screenshot: The presence of betting-related terms such as 'Nạp tiền' (deposit money) and 'Kẻ thắng' (winner) suggests gambling activities.. Screenshot: The website includes various game icons and promotional banners that are typical of online gambling platforms.. Screenshot: The site offers different betting options and games, as indicated by the multiple tabs and sections related to gambling.;Illegal gambling
mobile.mobile.verify.mobile.14sm88.site;https://mobile.mobile.verify.mobile.14sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.mobile.11sm88.site);;2026-08-10T11:03:35.642482Z;95;Screenshot: The website prominently features a 'CASINO' tab in the navigation bar, indicating the availability of casino games.. Screenshot: The presence of betting-related terms such as 'NỘI HỐI' and 'BẢO MẶT TUYẾT ĐỐI' suggests gambling activities.. Screenshot: The website includes a section with various gambling games, such as slots and other casino games, visible in the lower part of the screenshot.. Screenshot: The 'ĐĂNG KÍ TẶNG NGÀY 188K' popup indicates promotional offers typically associated with online gambling sites.. Screenshot: The website has a 'VIP Club' section, which is commonly found on online gambling platforms to reward frequent players.;Illegal gambling
mobile.mobile.verify.mobile.13sm88.site;https://mobile.mobile.verify.mobile.13sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.mobile.11sm88.site);;2026-08-10T11:03:20.383849Z;95;Screenshot: The website prominently displays a 'CASINO' tab in the navigation menu, indicating the availability of casino games.. Screenshot: The presence of various gaming options such as 'NỘ HỐ', 'BAN CÀ', and 'XÓ SỐ' suggests gambling activities.. Screenshot: The website features a pop-up advertisement with a large amount of money (188K), which is typical in online gambling promotions.. Screenshot: The 'ĐĂNG KÍ TẶNG NGÀY' button implies that users can register to receive bonuses, a common practice in online gambling sites.;Illegal gambling
mobile.mobile.verify.mobile.21sm88.site;https://mobile.mobile.verify.mobile.21sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.mobile.11sm88.site);;2026-08-10T11:03:05.583488Z;95;Screenshot: The website prominently features a 'Casino' tab, indicating the availability of casino games.. Screenshot: The presence of betting-related terms such as 'NAP LIEN TIEP' and 'THUONG TIEN MIEN' suggests direct betting activities.. Screenshot: The website includes various game icons and promotional banners that are typical of online gambling platforms.. Screenshot: The site offers different payment methods like 'KKWIN +150K' and '19BET +150K', which are commonly associated with online gambling deposits.;Illegal gambling
mobile.mobile.verify.mobile.01sm88.site;https://mobile.mobile.verify.mobile.01sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.mobile.11sm88.site);;2026-08-10T11:02:51.992036Z;95;Screenshot: The website prominently displays a betting slip and options to place bets.. Screenshot: The interface includes buttons for depositing money, such as 'Nạp tiền' and 'KKWIN', indicating financial transactions related to gambling.. Screenshot: The presence of casino and game icons suggests various gambling activities.. Screenshot: The website features promotional offers and bonuses, which are typical in online gambling platforms.;Illegal gambling
mobile.mobile.verify.mobile.27sm88.site;https://mobile.mobile.verify.mobile.27sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.mobile.11sm88.site);;2026-08-10T11:02:37.751965Z;95;Screenshot: The website displays various gambling-related options such as 'Casino', 'Game Bài', and 'Xó Sổ' in the navigation bar.. Screenshot: The presence of a betting slip or similar interface indicating the ability to place bets.. Screenshot: Promotional content with large sums of money (e.g., 8000) and incentives to deposit or play.. Screenshot: The website includes options for depositing and withdrawing money, typical features of online gambling sites.;Illegal gambling
mobile.mobile.verify.mobile.26sm88.site;https://mobile.mobile.verify.mobile.26sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.mobile.11sm88.site);;2026-08-10T11:02:21.938889Z;95;Screenshot: The website prominently displays buttons for 'Casino' and 'E-Sports', which are common categories in online gambling platforms.. Screenshot: The presence of a 'Betting Slip' icon in the navigation bar suggests the ability to place bets.. Screenshot: The website features a 'Hot' section with games that typically involve betting, such as those labeled with 'PG' and other gambling-related icons.. Screenshot: The website includes a pop-up advertisement with a large '188K' amount, which is often associated with betting or gambling rewards.. Screenshot: The website has a 'VIP Club' section, which is commonly found on gambling sites to offer exclusive benefits to high-stakes players.;Illegal gambling
mobile.mobile.verify.mobile.09sm88.site;https://mobile.mobile.verify.mobile.09sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.mobile.11sm88.site);;2026-08-10T11:02:07.981728Z;95;Screenshot: The website prominently displays a registration button with a reward of 188K, indicating an incentive for users to sign up, which is common in online gambling sites.. Screenshot: The presence of various gaming categories such as casino, sports betting, and e-sports suggests that the site offers gambling services.. Screenshot: The site features a section for live betting and other gambling-related activities, which are typical indicators of an online gambling platform.;Illegal gambling
mobile.mobile.verify.mobile.08sm88.site;https://mobile.mobile.verify.mobile.08sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.mobile.11sm88.site);;2026-08-10T11:01:53.017576Z;95;Screenshot: The website prominently displays a downloadable app with the text 'Tải app Young 888K' which suggests an application for online gambling.. Screenshot: The website features a section labeled 'Casino' in the navigation bar, indicating the availability of casino games.. Screenshot: The presence of various game icons and banners related to gambling, such as 'PG Treasure' and 'JDB AG', further supports the classification of the website as allowing online gambling.. Screenshot: The website includes promotional content for depositing and winning money, which are typical indicators of online gambling platforms.;Illegal gambling
mobile.mobile.verify.19sm88.site;https://mobile.mobile.verify.19sm88.site/;Illegal gambling;Variant (mobile.mobile.verify.09sm88.site);;2026-08-10T11:01:37.547415Z;95;Screenshot: The website prominently displays a section with various gambling-related games such as 'Casino', 'Game Bài', and 'Xó Sổ'.. Screenshot: The presence of betting-related terms like 'NAP LIEN TIEP' and 'THUONG TIEN MIEN' which translate to 'Top Up Immediately' and 'Prize Money Free' respectively, indicates gambling activities.. Screenshot: The website features a pop-up advertisement with a promotional offer for a deposit bonus, which is a common indicator of online gambling sites.. Screenshot: The URL contains the term 'verify', which is often used in the context of verifying user accounts for gambling sites.;Illegal gambling
account.mobile.mobile.secure.18sm88.site;https://account.mobile.mobile.secure.18sm88.site/;Illegal gambling;Variant (mobile.mobile.secure.18sm88.site);;2026-08-10T11:01:23.565385Z;95;Screenshot: The website prominently features a 'Casino' tab in the navigation menu, indicating the availability of casino games.. Screenshot: The presence of betting-related content such as 'Bàn cá' and 'Xó số' suggests gambling activities.. Screenshot: The website includes promotional offers and bonuses, which are common in online gambling platforms.. Screenshot: The URL contains the term 'mobile.mobile.secure', which is often associated with mobile gambling applications.;Illegal gambling
